         4529737 function calls (4520266 primitive calls) in 10.091 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       81    0.000    0.000    0.002    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\pandas\core\internals\blocks.py:267(make_block_same_class)
      132    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\matplotlib\lines.py:508(get_fillstyle)
       24    0.000    0.000    0.041    0.002 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\matplotlib\axis.py:1418(grid)
      222    0.000    0.000    0.008    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\numpy\core\_methods.py:26(_amax)
       12    0.000    0.000    0.001    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\matplotlib\path.py:516(get_extents)
        2    0.000    0.000    0.000    0.000 {built-in method matplotlib._path.get_path_collection_extents}
       15    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\ntpath.py:199(split)
       66    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\matplotlib\lines.py:871(get_markeredgecolor)
        6    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\matplotlib\axes\_base.py:2445(<listcomp>)
       32    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\pandas\core\indexes\api.py:286(<setcomp>)
       68    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\pandas\core\internals\managers.py:1581(external_values)
       30    0.000    0.000    0.002    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\pandas\core\sorting.py:396(safe_sort)
       82    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\matplotlib\cbook\__init__.py:909(clean)
      476    0.000    0.000    0.000    0.000 {pandas._libs.lib.is_float}
      168    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\matplotlib\text.py:1130(set_x)
       48    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\matplotlib\transforms.py:1802(_get_is_separable)
       34    0.000    0.000    0.042    0.001 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\pandas\core\series.py:4213(reindex)
       12    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\matplotlib\axes\_base.py:4251(get_children)
       68    0.000    0.000    0.001    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\matplotlib\cbook\__init__.py:1624(safe_first_element)
       96    0.000    0.000    0.000    0.000 {method 'item' of 'numpy.generic' objects}
       42    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\pandas\core\indexes\base.py:711(_engine)
       68    0.000    0.000    0.020    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\pandas\core\generic.py:5255(_consolidate)
       32    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\pandas\core\indexes\base.py:4221(__contains__)
       34    0.000    0.000    0.001    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\pandas\core\dtypes\cast.py:63(maybe_convert_platform)
       30    0.000    0.000    0.001    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\pandas\io\formats\printing.py:153(pprint_thing)
      100    0.000    0.000    0.001    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\pandas\core\base.py:1012(_ndarray_values)
        2    0.000    0.000    0.054    0.027 C:\Users\Emil\Documents\UCT\Third Year\CSC3003S\Capstone\Prototype\egypt-simulation\src\simulation\frame_view.py:114(get_rgba)
       24    0.000    0.000    0.039    0.002 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\matplotlib\ticker.py:1983(__call__)
      114    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\matplotlib\axis.py:213(get_tick_padding)
        2    0.000    0.000    0.000    0.000 {built-in method marshal.loads}
      132    0.000    0.000    0.001    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\matplotlib\text.py:242(get_rotation)
       24    0.000    0.000    0.001    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\pandas\core\internals\managers.py:941(get)
       32    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\matplotlib\patches.py:355(set_linestyle)
        2    0.000    0.000    0.001    0.001 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\matplotlib\colors.py:929(__call__)
       30    0.000    0.000    0.002    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\numpy\lib\arraysetops.py:745(setdiff1d)
      504    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\matplotlib\text.py:881(get_text)
      186    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\matplotlib\text.py:1141(set_y)
      352    0.000    0.000    0.000    0.000 {built-in method numpy.geterrobj}
      162    0.000    0.000    0.008    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\numpy\core\_methods.py:30(_amin)
      210    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\random.py:366(uniform)
        2    0.000    0.000    0.045    0.023 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\pandas\core\internals\construction.py:216(init_dict)
       54    0.000    0.000    0.001    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\pandas\core\common.py:99(is_bool_indexer)
       92    0.000    0.000    0.001    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\matplotlib\units.py:117(is_numlike)
       64    0.000    0.000    0.003    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\numpy\core\numeric.py:175(ones)
       34    0.000    0.000    0.001    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\pandas\core\reshape\concat.py:535(_get_concat_axis)
      124    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\_weakrefset.py:20(__enter__)
       33    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\pandas\_config\config.py:83(_get_single_key)
      191    0.000    0.000    0.000    0.000 {method 'rpartition' of 'str' objects}
       20    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\matplotlib\axes\_base.py:3101(get_xlim)
      121    0.000    0.000    0.000    0.000 {method 'split' of 'str' objects}
      146    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\pandas\core\internals\blocks.py:3318(<listcomp>)
        8    0.000    0.000    0.001    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\matplotlib\transforms.py:855(update_from_path)
      106    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\matplotlib\backend_bases.py:879(set_alpha)
       34    0.000    0.000    0.046    0.001 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\pandas\core\internals\managers.py:1666(create_block_manager_from_blocks)
      100    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\pandas\core\internals\managers.py:203(_is_single_block)
        2    0.000    0.000    0.000    0.000 {pandas._libs.lib.map_infer}
      118    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\pandas\core\dtypes\common.py:862(is_dtype_equal)
       92    0.000    0.000    0.001    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\matplotlib\axis.py:1519(convert_units)
        2    0.000    0.000    0.421    0.210 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\matplotlib\backends\_backend_tk.py:1002(new_figure_manager_given_figure)
        4    0.000    0.000    0.000    0.000 {pandas._libs.lib.clean_index_list}
        6    0.000    0.000    0.120    0.020 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\matplotlib\figure.py:1216(add_subplot)
    29/28    0.000    0.000    0.001    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\typing.py:868(__extrahook__)
      596    0.000    0.000    0.000    0.000 {built-in method builtins.callable}
       34    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\pandas\core\indexes\api.py:96(_get_distinct_objs)
       12    0.000    0.000    0.001    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\matplotlib\axes\_base.py:1138(_set_title_offset_trans)
      8/2    0.000    0.000    0.444    0.222 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\matplotlib\image.py:120(_draw_list_compositing_images)
      106    0.000    0.000    0.020    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\pandas\core\generic.py:5247(_consolidate_inplace)
      656    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\matplotlib\transforms.py:1772(get_affine)
       70    0.000    0.000    0.004    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\matplotlib\transforms.py:2801(get_transformed_path_and_affine)
       80    0.000    0.000    0.001    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\numpy\core\fromnumeric.py:2171(all)
       36    0.000    0.000    0.004    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\matplotlib\backends\backend_agg.py:120(draw_path)
       30    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\weakref.py:44(__new__)
       72    0.000    0.000    0.002    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\pandas\core\generic.py:4498(<genexpr>)
       48    0.000    0.000    0.001    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\matplotlib\transforms.py:2330(blended_transform_factory)
       34    0.000    0.000    0.003    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\pandas\core\reshape\concat.py:525(_get_comb_axis)
       48    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\matplotlib\ticker.py:1785(closeto)
        2    0.000    0.000    0.071    0.035 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\matplotlib\axes\_axes.py:4021(scatter)
       24    0.000    0.000    0.001    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\numpy\core\fromnumeric.py:2324(ptp)
        8    0.000    0.000    0.019    0.002 <frozen importlib._bootstrap_external>:1233(find_spec)
       24    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\matplotlib\spines.py:318(_calc_offset_transform)
       30    0.000    0.000    0.000    0.000 C:\Users\Emil\Documents\UCT\Third Year\CSC3003S\Capstone\Prototype\egypt-simulation\src\simulation\model_interface.py:55(choose_claim_field)
       70    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\pandas\core\generic.py:186(_init_mgr)
       34    0.000    0.000    0.003    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\pandas\core\indexes\api.py:110(_get_combined_index)
       48    0.000    0.000    0.000    0.000 {method 'all' of 'numpy.generic' objects}
    36/24    0.000    0.000    0.047    0.002 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\matplotlib\axis.py:666(__get__)
       24    0.000    0.000    0.001    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\pandas\core\frame.py:3439(_box_item_values)
      392    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\numpy\core\numerictypes.py:587(<listcomp>)
      364    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\matplotlib\path.py:217(codes)
       70    0.000    0.000    0.001    0.000 {method 'sum' of 'numpy.ndarray' objects}
        6    0.000    0.000    0.001    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\matplotlib\axis.py:1820(_get_label)
       46    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\pandas\core\dtypes\common.py:951(is_integer_dtype)
      125    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\pandas\core\dtypes\common.py:1553(is_string_like_dtype)
       13    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\logging\__init__.py:1374(findCaller)
       40    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\pandas\core\dtypes\base.py:180(construct_from_string)
     16/2    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\numpy\core\arrayprint.py:716(recurser)
       24    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\matplotlib\axes\_base.py:3509(get_ylim)
        2    0.000    0.000    0.572    0.286 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\matplotlib\backend_bases.py:1950(print_figure)
        6    0.000    0.000    0.001    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\matplotlib\axis.py:2196(_get_label)
       32    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\pandas\core\internals\managers.py:2001(_preprocess_slice_or_indexer)
      144    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\matplotlib\text.py:36(_wrap_text)
       24    0.000    0.000    0.002    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\matplotlib\transforms.py:733(<listcomp>)
       26    0.000    0.000    0.001    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\pandas\core\arrays\numpy_.py:122(__init__)
        2    0.000    0.000    0.001    0.001 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\pandas\io\formats\format.py:1066(_format_strings)
      317    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\pandas\core\dtypes\common.py:214(classes_and_not_datetimelike)
        6    0.000    0.000    0.019    0.003 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\matplotlib\axis.py:2297(_update_label_position)
       56    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\matplotlib\patches.py:411(set_capstyle)
